SOXS_ECOLI,0.32,0.33,0.48,0.5,0.6,0.06,0.2,cp
PHOR_ECOLI,0.61,0.52,0.48,0.5,0.54,0.67,0.52,im
YTFQ_ECOLI,0.74,0.74,0.48,0.5,0.31,0.53,0.52,pp
PTHB_ECOLI,0.36,0.47,0.48,0.5,0.51,0.69,0.72,im
GLNH_ECOLI,0.63,0.86,0.48,0.5,0.39,0.47,0.34,pp
APT_ECOLI,0.2,0.44,0.48,0.5,0.46,0.51,0.57,cp
PSTA_ECOLI,0.34,0.67,0.48,0.5,0.52,0.76,0.79,im
SYFA_ECOLI,0.41,0.51,0.48,0.5,0.58,0.2,0.31,cp
RND_ECOLI,0.44,0.49,0.48,0.5,0.39,0.38,0.4,cp
SYP_ECOLI,0.34,0.51,0.48,0.5,0.44,0.37,0.46,cp
PTTB_ECOLI,0.31,0.44,0.48,0.5,0.5,0.79,0.82,im
MURF_ECOLI,0.35,0.48,0.48,0.5,0.56,0.4,0.48,cp
NFRC_ECOLI,0.44,0.51,0.48,0.5,0.47,0.26,0.36,cp
DDLA_ECOLI,0.43,0.39,0.48,0.5,0.47,0.31,0.41,cp
FTSL_ECOLI,0.36,0.45,0.48,0.5,0.38,0.79,0.17,im
BGLX_ECOLI,0.65,0.57,0.48,0.5,0.47,0.47,0.51,pp
EFTS_ECOLI,0.24,0.35,0.48,0.5,0.31,0.19,0.31,cp
FES_ECOLI,0.32,0.42,0.48,0.5,0.35,0.28,0.38,cp
PGK_ECOLI,0.34,0.28,0.48,0.5,0.41,0.35,0.44,cp
EXBD_ECOLI,0.46,0.59,0.48,0.5,0.36,0.76,0.23,im
ASG1_ECOLI,0.42,0.24,0.48,0.5,0.57,0.27,0.37,cp
GLPD_ECOLI,0.61,0.45,0.48,0.5,0.48,0.35,0.41,cp
GLYA_ECOLI,0.17,0.38,0.48,0.5,0.45,0.42,0.5,cp
UBIC_ECOLI,0.3,0.37,0.48,0.5,0.43,0.18,0.3,cp
DGAL_ECOLI,0.63,1.0,0.48,0.5,0.35,0.51,0.49,pp
SYK2_ECOLI,0.17,0.39,0.48,0.5,0.53,0.3,0.39,cp
