UGPQ_ECOLI,0.26,0.4,0.48,0.5,0.36,0.26,0.37,cp
TYRP_ECOLI,0.86,0.55,0.48,0.5,0.63,0.81,0.83,imU
FTSH_ECOLI,0.81,0.44,0.48,0.5,0.42,0.67,0.68,imU
NLPE_ECOLI,0.71,0.46,1.0,0.5,0.52,0.59,0.3,omL
LON_ECOLI,0.44,0.34,0.48,0.5,0.3,0.33,0.43,cp
PHOE_ECOLI,0.74,0.78,0.48,0.5,0.75,0.54,0.15,om
BTUB_ECOLI,0.56,0.68,0.48,0.5,0.77,0.36,0.45,om
GT_ECOLI,0.43,0.4,0.48,0.5,0.39,0.28,0.39,cp
MOTB_ECOLI,0.3,0.51,0.48,0.5,0.42,0.61,0.34,im
OPPA_ECOLI,0.69,0.8,0.48,0.5,0.46,0.57,0.26,pp
CYOD_ECOLI,0.4,0.5,0.48,0.5,0.65,0.82,0.84,im
NUPC_ECOLI,0.7,0.53,0.48,0.5,0.7,0.86,0.87,imU
NLPA_ECOLI,0.75,0.55,1.0,1.0,0.4,0.47,0.3,imL
AAT_ECOLI,0.49,0.29,0.48,0.5,0.56,0.24,0.35,cp
DSBB_ECOLI,0.5,0.66,0.48,0.5,0.31,0.92,0.92,im
CHEZ_ECOLI,0.41,0.57,0.48,0.5,0.39,0.21,0.32,cp
METK_ECOLI,0.25,0.37,0.48,0.5,0.41,0.33,0.42,cp
MCP2_ECOLI,0.81,0.53,0.48,0.5,0.57,0.87,0.88,imU
CHEY_ECOLI,0.23,0.4,0.48,0.5,0.39,0.28,0.38,cp
SYGA_ECOLI,0.51,0.49,0.48,0.5,0.53,0.14,0.26,cp
CN16_ECOLI,0.67,0.7,0.48,0.5,0.46,0.45,0.33,pp
USHA_ECOLI,0.61,0.6,0.48,0.5,0.44,0.39,0.38,pp
FRDC_ECOLI,0.33,0.56,0.48,0.5,0.33,0.78,0.8,im
ARAE_ECOLI,0.23,0.48,0.48,0.5,0.59,0.88,0.89,im
PSTS_ECOLI,0.62,0.78,0.48,0.5,0.47,0.49,0.54,pp
CYOA_ECOLI,0.7,0.39,1.0,0.5,0.51,0.82,0.84,imL
CYDB_ECOLI,0.75,0.37,0.48,0.5,0.64,0.7,0.74,imU
USPA_ECOLI,0.4,0.41,0.48,0.5,0.55,0.22,0.33,cp
DPPC_ECOLI,0.48,0.41,0.48,0.5,0.51,0.9,0.88,im
DDLB_ECOLI,0.53,0.38,0.48,0.5,0.44,0.26,0.36,cp
ARAH_ECOLI,0.34,0.49,0.48,0.5,0.58,0.85,0.8,im
PROP_ECOLI,0.41,0.51,0.48,0.5,0.53,0.75,0.78,im
CRL_ECOLI,0.4,0.45,0.48,0.5,0.38,0.22,0.0,cp
FTSN_ECOLI,0,0.51,0.48,0.5,0.35,0.67,0.44,im
FEPG_ECOLI,0.77,0.55,0.48,0.5,0.51,0.78,0.74,imU
MALZ_ECOLI,0.36,0.41,0.48,0.5,0.48,0.47,0.54,cp
CADB_ECOLI,0.83,0.48,0.48,0.5,0.65,0.76,0.79,imU
XYLA_ECOLI,0.16,0.43,0.48,0.5,0.54,0.27,0.37,cp
HTRA_ECOLI,0.63,0.71,0.48,0.5,0.6,0.4,0.39,pp
CYSE_ECOLI,0.25,0.4,0.48,0.5,0.47,0.33,0.42,cp
TYRB_ECOLI,0.36,0.42,0.48,0.5,0.53,0.32,0.41,cp
ILVY_ECOLI,0.23,0.58,0.48,0.5,0.37,0.53,0.59,cp
PTGB_ECOLI,0.58,0.55,0.48,0.5,0.57,0.7,0.74,im
TESA_ECOLI,0.69,0.66,0.48,0.5,0.41,0.5,0.25,pp
ARAF_ECOLI,0.66,0.86,0.48,0.5,0.34,0.41,0.36,pp
PPA_ECOLI,0.69,0.59,0.48,0.5,0.46,0.44,0.52,pp
SYL_ECOLI,0.04,0.31,0.48,0.5,0.41,0.29,0.39,cp
THIK_ECOLI,0.17,0.52,0.48,0.5,0.49,0.37,0.46,cp
RHAR_ECOLI,0.51,0.46,0.48,0.5,0.58,0.31,0.41,cp
BETT_ECOLI,0.52,0.39,0.48,0.5,0.65,0.71,0.73,im
LEU3_ECOLI,0.4,0.35,0.48,0.5,0.45,0.33,0.42,cp
METC_ECOLI,0.24,0.43,0.48,0.5,0.54,0.52,0.59,cp
NIRD_ECOLI,0.44,0.42,0.48,0.5,0.42,0.25,0.2,cp
G6PI_ECOLI,0.3,0.37,0.48,0.5,0.59,0.41,0.49,cp
SYS_ECOLI,0.23,0.34,0.48,0.5,0.43,0.26,0.37,cp
RIML_ECOLI,0.33,0.47,0.48,0.5,0.53,0.18,0.29,cp
PFLA_ECOLI,0.44,0.28,0.48,0.5,0.43,0.27,0.37,cp
FTSW_ECOLI,0.54,0.57,0.48,0.5,0.56,0.81,0.83,im
PTTB_ECOLI,0.31,0.44,0.48,0.5,0.5,0.79,0.82,im
CYPB_ECOLI,0.3,0.16,0.48,0.5,0.56,0.11,0.23,cp
SYH_ECOLI,0.29,0.28,0.48,0.5,0.5,0.42,0.5,cp
BTUR_ECOLI,0.25,0.48,0.48,0.5,0.44,0.17,0.29,cp
OMPC_ECOLI,0.73,0.84,0.48,0.5,0.86,0.58,0.29,om
ARAC_ECOLI,0.42,0.4,0.48,0.5,0.56,0.18,0.3,cp
NHAA_ECOLI,0.89,0.55,0.48,0.5,0.51,0.72,0.76,im
EFTS_ECOLI,0.24,0.35,0.48,0.5,0.31,0.19,0.31,cp
EXBD_ECOLI,0.46,0.59,0.48,0.5,0.36,0.76,0.23,im
SYA_ECOLI,0.34,0.35,0.48,0.5,0.51,0.49,0.56,cp
RNC_ECOLI,0.26,0.5,0.48,0.5,0.44,0.32,0.41,cp
TOLQ_ECOLI,0.63,0.75,0.48,0.5,0.64,0.73,0.66,im
OTC1_ECOLI,0.42,0.3,0.48,0.5,0.48,0.26,0.36,cp
AGP_ECOLI,0.74,0.49,0.48,0.5,0.42,0.54,0.36,pp
CAIT_ECOLI,0.69,0.43,0.48,0.5,0.59,0.74,0.77,imU
LEP_ECOLI,0.78,0.44,0.48,0.5,0.45,0.73,0.68,imU
AMPD_ECOLI,0.29,0.28,0.48,0.5,0.44,0.23,0.34,cp
CYNR_ECOLI,0.51,0.54,0.48,0.5,0.41,0.34,0.43,cp
GCVA_ECOLI,0.4,0.5,0.48,0.5,0.45,0.39,0.47,cp
CYSB_ECOLI,0.29,0.37,0.48,0.5,0.48,0.44,0.52,cp
CYPC_ECOLI,0.36,0.39,0.48,0.5,0.48,0.22,0.23,cp
NRFA_ECOLI,0.69,0.67,0.48,0.5,0.3,0.39,0.24,pp
SYC_ECOLI,0.35,0.34,0.48,0.5,0.46,0.3,0.27,cp
AMPE_ECOLI,0.63,0.47,0.48,0.5,0.51,0.82,0.84,im
CYOB_ECOLI,0.59,0.29,0.48,0.5,0.64,0.75,0.77,imU
SYFB_ECOLI,0.34,0.42,0.48,0.5,0.41,0.34,0.43,cp
SYK1_ECOLI,0.24,0.41,0.48,0.5,0.49,0.23,0.34,cp
TSX_ECOLI,0.68,0.76,0.48,0.5,0.84,0.45,0.27,om
KDGL_ECOLI,0.33,0.45,0.48,0.5,0.45,0.88,0.89,im
G3P2_ECOLI,0.33,0.45,0.48,0.5,0.52,0.32,0.41,cp
DPPB_ECOLI,0.64,0.46,0.48,0.5,0.48,0.73,0.76,imU
NFRC_ECOLI,0.44,0.51,0.48,0.5,0.47,0.26,0.36,cp
DHSC_ECOLI,0.48,0.45,0.48,0.5,0.6,0.78,0.8,im
KUP_ECOLI,0.62,0.42,0.48,0.5,0.58,0.79,0.81,imU
SYY_ECOLI,0.3,0.44,0.48,0.5,0.49,0.22,0.33,cp
SECD_ECOLI,0.88,0.42,0.48,0.5,0.52,0.73,0.75,imU
UBIC_ECOLI,0.3,0.37,0.48,0.5,0.43,0.18,0.3,cp
SOXS_ECOLI,0.32,0.33,0.48,0.5,0.6,0.06,0.2,cp
ENVZ_ECOLI,0.72,0.46,0.48,0.5,0.51,0.66,0.7,im
TNAB_ECOLI,0.68,0.51,0.48,0.5,0.71,0.75,0.78,im
